downtime_id,machine_id,start_time,end_time,downtime_minutes,downtime_reason,planned_unplanned,downtime_hours,start_date,start_year,start_month,start_month_name,start_year_month,is_unplanned
DT-1172,MCH-123,2025-11-25 06:40:02,2025-11-25 10:21:02,221,Software interface issue,Planned,2.4555555555555557,2025-11-25,2025,11,November,2025-11,False
DT-1173,MCH-103,2026-05-18 16:49:05,2026-05-18 17:27:05,38,Preventive maintenance,Unplanned,0.4222222222222222,2026-05-18,2026,5,May,2026-05,True
DT-1174,MCH-103,2026-04-29 21:49:43,2026-04-29 22:25:43,36,Sensor fault,Planned,0.4,2026-04-29,2026,4,April,2026-04,False
DT-1175,MCH-125,2026-03-11 02:27:01,2026-03-11 08:13:01,346,Mechanical failure,Planned,3.8444444444444446,2026-03-11,2026,3,March,2026-03,False
DT-1176,MCH-128,2026-04-02 09:02:07,2026-04-02 10:44:07,102,Unknown,Unplanned,1.1333333333333333,2026-04-02,2026,4,April,2026-04,True
DT-1177,MCH-124,2026-02-02 11:38:09,2026-02-02 13:23:09,105,Mechanical failure,Unplanned,1.1666666666666667,2026-02-02,2026,2,February,2026-02,True
DT-1178,MCH-103,2026-03-13 02:35:45,2026-03-13 04:29:45,114,Power interruption,Unplanned,1.2666666666666666,2026-03-13,2026,3,March,2026-03,True
DT-1179,MCH-111,2025-12-06 19:12:44,2025-12-06 21:52:44,160,Power interruption,Unplanned,1.7777777777777777,2025-12-06,2025,12,December,2025-12,True
DT-1180,MCH-111,2026-02-10 01:01:47,2026-02-10 04:20:47,199,Software interface issue,Unplanned,2.2111111111111112,2026-02-10,2026,2,February,2026-02,True
DT-1181,MCH-103,2026-05-10 00:11:42,2026-05-10 03:14:42,183,Network disconnect,Unplanned,2.033333333333333,2026-05-10,2026,5,May,2026-05,True
DT-1182,MCH-106,2026-05-19 05:41:33,2026-05-19 08:30:33,169,Mechanical failure,Planned,1.8777777777777778,2026-05-19,2026,5,May,2026-05,False
DT-1183,MCH-126,2026-01-14 21:31:14,2026-01-15 04:15:14,404,Mechanical failure,Unplanned,4.488888888888889,2026-01-14,2026,1,January,2026-01,True
DT-1184,MCH-114,2025-12-02 17:22:16,2025-12-03 00:21:16,419,Power interruption,Planned,4.655555555555556,2025-12-02,2025,12,December,2025-12,False
DT-1185,MCH-127,2026-01-20 02:44:30,2026-01-20 04:10:30,86,Operator error,Unplanned,0.9555555555555556,2026-01-20,2026,1,January,2026-01,True
DT-1186,MCH-114,2025-11-18 20:53:57,2025-11-18 23:57:57,184,Sensor fault,Planned,2.0444444444444443,2025-11-18,2025,11,November,2025-11,False
DT-1187,MCH-103,2026-05-06 12:25:54,2026-05-06 13:56:54,91,Network disconnect,Planned,1.011111111111111,2026-05-06,2026,5,May,2026-05,False
DT-1188,MCH-112,2026-05-15 01:25:18,2026-05-15 05:21:18,236,Preventive maintenance,Planned,2.6222222222222222,2026-05-15,2026,5,May,2026-05,False
DT-1189,MCH-123,2026-03-20 08:13:09,2026-03-20 11:34:09,201,Sensor fault,Unplanned,2.2333333333333334,2026-03-20,2026,3,March,2026-03,True
DT-1190,MCH-114,2025-12-17 22:26:47,2025-12-18 02:59:47,273,Operator error,Unplanned,3.033333333333333,2025-12-17,2025,12,December,2025-12,True
DT-1191,MCH-121,2026-02-26 08:37:42,2026-02-26 10:55:42,138,Software interface issue,Unplanned,1.5333333333333334,2026-02-26,2026,2,February,2026-02,True
DT-1192,MCH-116,2026-03-28 14:24:18,2026-03-28 18:07:18,223,Mechanical failure,Unplanned,2.477777777777778,2026-03-28,2026,3,March,2026-03,True
DT-1193,MCH-113,2026-02-04 15:28:04,2026-02-04 17:07:04,99,Unknown,Unplanned,1.1,2026-02-04,2026,2,February,2026-02,True
DT-1194,MCH-128,2026-04-23 15:30:00,2026-04-23 21:40:00,370,Operator error,Unplanned,4.111111111111111,2026-04-23,2026,4,April,2026-04,True
DT-1195,MCH-101,2026-01-08 06:44:25,2026-01-08 12:02:25,318,Power interruption,Unplanned,3.533333333333333,2026-01-08,2026,1,January,2026-01,True
DT-1196,MCH-109,2026-04-28 12:09:04,2026-04-28 13:38:04,89,Software interface issue,Unplanned,0.9888888888888889,2026-04-28,2026,4,April,2026-04,True
DT-1197,MCH-123,2026-04-29 03:55:04,2026-04-29 07:36:04,221,Power interruption,Unplanned,2.4555555555555557,2026-04-29,2026,4,April,2026-04,True
DT-1198,MCH-119,2026-01-31 02:39:56,2026-01-31 05:37:56,178,Unknown,Unplanned,1.9777777777777779,2026-01-31,2026,1,January,2026-01,True
DT-1199,MCH-104,2026-01-02 12:24:24,2026-01-02 18:53:24,389,Operator error,Unplanned,4.322222222222222,2026-01-02,2026,1,January,2026-01,True
DT-1200,MCH-120,2026-01-31 14:42:35,2026-01-31 21:50:35,428,Network disconnect,Unplanned,4.7555555555555555,2026-01-31,2026,1,January,2026-01,True
DT-1201,MCH-129,2025-12-06 23:50:46,2025-12-07 00:19:46,29,Operator error,Planned,0.32222222222222224,2025-12-06,2025,12,December,2025-12,False
DT-1202,MCH-104,2026-04-14 03:10:11,2026-04-14 07:48:11,278,Sensor fault,Unplanned,3.088888888888889,2026-04-14,2026,4,April,2026-04,True
DT-1203,MCH-113,2025-11-21 18:46:28,2025-11-21 22:17:28,211,Software interface issue,Planned,2.3444444444444446,2025-11-21,2025,11,November,2025-11,False
DT-1204,MCH-105,2025-12-28 18:02:08,2025-12-28 21:23:08,201,Operator error,Unplanned,2.2333333333333334,2025-12-28,2025,12,December,2025-12,True
DT-1205,MCH-116,2026-04-02 12:04:30,2026-04-02 12:21:30,17,Operator error,Unplanned,0.18888888888888888,2026-04-02,2026,4,April,2026-04,True
DT-1206,MCH-112,2025-11-25 12:32:22,2025-11-25 15:49:22,197,Mechanical failure,Unplanned,2.188888888888889,2025-11-25,2025,11,November,2025-11,True
DT-1207,MCH-112,2026-01-08 00:26:56,2026-01-08 06:03:56,337,Preventive maintenance,Unplanned,3.7444444444444445,2026-01-08,2026,1,January,2026-01,True
DT-1208,MCH-119,2025-11-28 23:24:49,2025-11-28 23:45:49,21,Software interface issue,Planned,0.23333333333333334,2025-11-28,2025,11,November,2025-11,False
DT-1209,MCH-130,2026-04-05 07:57:36,2026-04-05 12:08:36,251,Sensor fault,Planned,2.7888888888888888,2026-04-05,2026,4,April,2026-04,False
DT-1210,MCH-112,2026-04-05 02:10:22,2026-04-05 10:08:22,478,Mechanical failure,Unplanned,5.311111111111111,2026-04-05,2026,4,April,2026-04,True
DT-1211,MCH-124,2025-12-31 09:42:33,2025-12-31 13:36:33,234,Operator error,Planned,2.6,2025-12-31,2025,12,December,2025-12,False
DT-1212,MCH-106,2026-02-01 03:34:59,2026-02-01 04:55:59,81,Sensor fault,Unplanned,0.9,2026-02-01,2026,2,February,2026-02,True
DT-1213,MCH-102,2025-12-13 09:03:27,2025-12-13 12:59:27,236,Software interface issue,Unplanned,2.6222222222222222,2025-12-13,2025,12,December,2025-12,True
DT-1214,MCH-126,2026-01-12 13:18:53,2026-01-12 16:55:53,217,Unknown,Planned,2.411111111111111,2026-01-12,2026,1,January,2026-01,False
DT-1215,MCH-124,2026-05-02 14:15:51,2026-05-02 21:26:51,431,Network disconnect,Unplanned,4.788888888888889,2026-05-02,2026,5,May,2026-05,True
DT-1216,MCH-112,2026-04-11 05:54:17,2026-04-11 08:42:17,168,Software interface issue,Planned,1.8666666666666667,2026-04-11,2026,4,April,2026-04,False
DT-1217,MCH-118,2026-03-23 09:33:37,2026-03-23 15:04:37,331,Power interruption,Unplanned,3.6777777777777776,2026-03-23,2026,3,March,2026-03,True
DT-1218,MCH-128,2026-01-15 15:36:42,2026-01-15 18:08:42,152,Software interface issue,Unplanned,1.6888888888888889,2026-01-15,2026,1,January,2026-01,True
DT-1219,MCH-119,2026-03-08 07:45:28,2026-03-08 10:03:28,138,Power interruption,Planned,1.5333333333333334,2026-03-08,2026,3,March,2026-03,False
DT-1220,MCH-122,2026-04-06 03:24:05,2026-04-06 07:30:05,246,Software interface issue,Unplanned,2.7333333333333334,2026-04-06,2026,4,April,2026-04,True
DT-1221,MCH-103,2026-01-31 14:18:29,2026-01-31 20:56:29,398,Power interruption,Planned,4.4222222222222225,2026-01-31,2026,1,January,2026-01,False
DT-1222,MCH-119,2026-01-02 18:07:06,2026-01-03 01:16:06,429,Software interface issue,Unplanned,4.766666666666667,2026-01-02,2026,1,January,2026-01,True
DT-1223,MCH-115,2026-05-18 07:25:48,2026-05-18 13:20:48,355,Sensor fault,Planned,3.9444444444444446,2026-05-18,2026,5,May,2026-05,False
DT-1224,MCH-120,2026-02-16 06:49:30,2026-02-16 07:44:30,55,Sensor fault,Unplanned,0.6111111111111112,2026-02-16,2026,2,February,2026-02,True
DT-1225,MCH-101,2026-03-29 02:06:36,2026-03-29 05:01:36,175,Preventive maintenance,Unplanned,1.9444444444444444,2026-03-29,2026,3,March,2026-03,True
DT-1226,MCH-114,2026-01-13 18:25:58,2026-01-13 22:39:58,254,Operator error,Unplanned,2.8222222222222224,2026-01-13,2026,1,January,2026-01,True
DT-1227,MCH-127,2026-03-22 02:36:47,2026-03-22 09:28:47,412,Network disconnect,Planned,4.5777777777777775,2026-03-22,2026,3,March,2026-03,False
DT-1228,MCH-114,2026-03-01 09:13:41,2026-03-01 13:06:41,233,Power interruption,Unplanned,2.588888888888889,2026-03-01,2026,3,March,2026-03,True
DT-1229,MCH-123,2026-02-08 15:43:28,2026-02-08 16:17:28,34,Sensor fault,Unplanned,0.37777777777777777,2026-02-08,2026,2,February,2026-02,True
DT-1230,MCH-123,2025-12-12 10:43:30,2025-12-12 14:35:30,232,Operator error,Planned,2.577777777777778,2025-12-12,2025,12,December,2025-12,False
DT-1231,MCH-101,2025-11-19 11:29:43,2025-11-19 18:52:43,443,Sensor fault,Planned,4.9222222222222225,2025-11-19,2025,11,November,2025-11,False
DT-1232,MCH-109,2026-05-02 00:55:07,2026-05-02 05:19:07,264,Sensor fault,Unplanned,2.933333333333333,2026-05-02,2026,5,May,2026-05,True
DT-1233,MCH-126,2025-12-01 18:52:39,2025-12-02 01:00:39,368,Power interruption,Unplanned,4.088888888888889,2025-12-01,2025,12,December,2025-12,True
DT-1234,MCH-130,2026-04-14 23:21:48,2026-04-15 05:42:48,381,Network disconnect,Planned,4.233333333333333,2026-04-14,2026,4,April,2026-04,False
DT-1235,MCH-112,2026-03-09 06:15:02,2026-03-09 11:59:02,344,Mechanical failure,Unplanned,3.8222222222222224,2026-03-09,2026,3,March,2026-03,True
DT-1236,MCH-111,2025-12-14 01:00:28,2025-12-14 03:25:28,145,Operator error,Unplanned,1.6111111111111112,2025-12-14,2025,12,December,2025-12,True
DT-1237,MCH-105,2025-12-18 18:16:19,2025-12-19 00:10:19,354,Power interruption,Unplanned,3.933333333333333,2025-12-18,2025,12,December,2025-12,True
DT-1238,MCH-105,2026-03-07 05:46:14,2026-03-07 08:20:14,154,Unknown,Unplanned,1.711111111111111,2026-03-07,2026,3,March,2026-03,True
DT-1239,MCH-119,2025-11-24 00:10:21,2025-11-24 07:49:21,459,Unknown,Planned,5.1,2025-11-24,2025,11,November,2025-11,False
DT-1240,MCH-126,2026-03-04 13:03:12,2026-03-04 17:17:12,254,Sensor fault,Unplanned,2.8222222222222224,2026-03-04,2026,3,March,2026-03,True
DT-1241,MCH-127,2026-04-29 11:25:55,2026-04-29 11:49:55,24,Operator error,Unplanned,0.26666666666666666,2026-04-29,2026,4,April,2026-04,True
DT-1242,MCH-111,2026-01-11 07:40:25,2026-01-11 10:07:25,147,Mechanical failure,Unplanned,1.6333333333333333,2026-01-11,2026,1,January,2026-01,True
DT-1243,MCH-112,2026-04-11 00:14:54,2026-04-11 06:35:54,381,Power interruption,Planned,4.233333333333333,2026-04-11,2026,4,April,2026-04,False
DT-1244,MCH-109,2026-01-20 19:34:31,2026-01-20 22:01:31,147,Power interruption,Unplanned,1.6333333333333333,2026-01-20,2026,1,January,2026-01,True
DT-1245,MCH-106,2026-05-04 02:31:46,2026-05-04 08:08:46,337,Power interruption,Unplanned,3.7444444444444445,2026-05-04,2026,5,May,2026-05,True
DT-1246,MCH-112,2025-12-19 12:20:27,2025-12-19 13:38:27,78,Sensor fault,Unplanned,0.8666666666666667,2025-12-19,2025,12,December,2025-12,True
DT-1247,MCH-107,2026-02-04 03:59:56,2026-02-04 05:33:56,94,Sensor fault,Unplanned,1.0444444444444445,2026-02-04,2026,2,February,2026-02,True
DT-1248,MCH-125,2026-05-13 02:21:20,2026-05-13 03:33:20,72,Power interruption,Unplanned,0.8,2026-05-13,2026,5,May,2026-05,True
DT-1249,MCH-116,2025-11-22 04:50:27,2025-11-22 05:16:27,26,Operator error,Unplanned,0.28888888888888886,2025-11-22,2025,11,November,2025-11,True
DT-1250,MCH-101,2026-03-19 09:10:06,2026-03-19 09:40:06,30,Preventive maintenance,Planned,0.3333333333333333,2026-03-19,2026,3,March,2026-03,False
DT-1251,MCH-105,2026-05-09 20:51:32,2026-05-09 23:33:32,162,Sensor fault,Planned,1.8,2026-05-09,2026,5,May,2026-05,False
DT-1252,MCH-113,2026-04-06 03:32:11,2026-04-06 04:31:11,59,Software interface issue,Unplanned,0.6555555555555556,2026-04-06,2026,4,April,2026-04,True
DT-1253,MCH-107,2026-02-11 09:59:10,2026-02-11 11:03:10,64,Software interface issue,Unplanned,0.7111111111111111,2026-02-11,2026,2,February,2026-02,True
DT-1254,MCH-118,2025-12-09 10:36:20,2025-12-09 14:52:20,256,Network disconnect,Unplanned,2.8444444444444446,2025-12-09,2025,12,December,2025-12,True
DT-1255,MCH-107,2026-04-06 08:49:26,2026-04-06 10:03:26,74,Sensor fault,Unplanned,0.8222222222222222,2026-04-06,2026,4,April,2026-04,True
DT-1256,MCH-112,2026-02-24 12:14:52,2026-02-24 14:25:52,131,Sensor fault,Unplanned,1.4555555555555555,2026-02-24,2026,2,February,2026-02,True
DT-1257,MCH-112,2026-04-14 09:08:47,2026-04-14 15:21:47,373,Software interface issue,Unplanned,4.144444444444445,2026-04-14,2026,4,April,2026-04,True
DT-1258,MCH-120,2026-01-20 19:32:47,2026-01-21 02:33:47,421,Software interface issue,Unplanned,4.677777777777778,2026-01-20,2026,1,January,2026-01,True
DT-1259,MCH-103,2026-03-08 22:15:57,2026-03-08 22:56:57,41,Mechanical failure,Unplanned,0.45555555555555555,2026-03-08,2026,3,March,2026-03,True
DT-1260,MCH-116,2026-01-05 17:06:38,2026-01-05 18:58:38,112,Sensor fault,Unplanned,1.2444444444444445,2026-01-05,2026,1,January,2026-01,True
DT-1261,MCH-129,2026-04-17 22:39:37,2026-04-18 04:45:37,366,Power interruption,Planned,4.066666666666666,2026-04-17,2026,4,April,2026-04,False
DT-1262,MCH-125,2026-02-11 12:32:47,2026-02-11 16:05:47,213,Mechanical failure,Unplanned,2.3666666666666667,2026-02-11,2026,2,February,2026-02,True
DT-1263,MCH-126,2025-12-16 18:01:46,2025-12-16 20:32:46,151,Unknown,Planned,1.6777777777777778,2025-12-16,2025,12,December,2025-12,False
DT-1264,MCH-102,2026-02-18 15:40:17,2026-02-18 22:31:17,411,Power interruption,Planned,4.566666666666666,2026-02-18,2026,2,February,2026-02,False
DT-1265,MCH-107,2026-03-02 00:57:05,2026-03-02 06:04:05,307,Operator error,Unplanned,3.411111111111111,2026-03-02,2026,3,March,2026-03,True
DT-1266,MCH-105,2026-02-18 13:56:24,2026-02-18 19:58:24,362,Preventive maintenance,Unplanned,4.022222222222222,2026-02-18,2026,2,February,2026-02,True
DT-1267,MCH-102,2025-12-05 01:53:37,2025-12-05 07:37:37,344,Power interruption,Planned,3.8222222222222224,2025-12-05,2025,12,December,2025-12,False
DT-1268,MCH-126,2026-04-25 19:30:20,2026-04-25 20:32:20,62,Software interface issue,Planned,0.6888888888888889,2026-04-25,2026,4,April,2026-04,False
DT-1269,MCH-104,2026-04-06 13:18:39,2026-04-06 16:53:39,215,Preventive maintenance,Planned,2.388888888888889,2026-04-06,2026,4,April,2026-04,False
DT-1270,MCH-115,2026-01-01 06:00:12,2026-01-01 11:42:12,342,Unknown,Planned,3.8,2026-01-01,2026,1,January,2026-01,False
DT-1271,MCH-113,2026-04-20 05:22:34,2026-04-20 13:17:34,475,Mechanical failure,Planned,5.277777777777778,2026-04-20,2026,4,April,2026-04,False
DT-1272,MCH-126,2026-02-14 00:28:28,2026-02-14 04:47:28,259,Software interface issue,Unplanned,2.8777777777777778,2026-02-14,2026,2,February,2026-02,True
DT-1273,MCH-109,2026-04-07 10:22:12,2026-04-07 11:06:12,44,Network disconnect,Planned,0.4888888888888889,2026-04-07,2026,4,April,2026-04,False
DT-1274,MCH-105,2026-01-16 18:10:01,2026-01-17 01:16:01,426,Power interruption,Unplanned,4.733333333333333,2026-01-16,2026,1,January,2026-01,True
DT-1275,MCH-111,2026-05-18 16:59:07,2026-05-18 22:11:07,312,Software interface issue,Planned,3.466666666666667,2026-05-18,2026,5,May,2026-05,False
DT-1276,MCH-110,2026-03-27 04:01:54,2026-03-27 11:52:54,471,Mechanical failure,Planned,5.233333333333333,2026-03-27,2026,3,March,2026-03,False
DT-1277,MCH-111,2026-01-06 23:11:09,2026-01-07 00:37:09,86,Unknown,Unplanned,0.9555555555555556,2026-01-06,2026,1,January,2026-01,True
DT-1278,MCH-121,2026-04-19 19:01:05,2026-04-20 02:57:05,476,Sensor fault,Unplanned,5.288888888888889,2026-04-19,2026,4,April,2026-04,True
DT-1279,MCH-110,2026-01-03 12:27:03,2026-01-03 14:38:03,131,Operator error,Unplanned,1.4555555555555555,2026-01-03,2026,1,January,2026-01,True
DT-1280,MCH-109,2026-05-04 05:26:00,2026-05-04 08:09:00,163,Network disconnect,Unplanned,1.8111111111111111,2026-05-04,2026,5,May,2026-05,True
DT-1281,MCH-113,2025-12-17 19:39:39,2025-12-17 22:08:39,149,Software interface issue,Planned,1.6555555555555554,2025-12-17,2025,12,December,2025-12,False
DT-1282,MCH-120,2026-01-06 09:07:19,2026-01-06 14:01:19,294,Mechanical failure,Planned,3.2666666666666666,2026-01-06,2026,1,January,2026-01,False
DT-1283,MCH-103,2026-03-13 03:01:30,2026-03-13 03:49:30,48,Preventive maintenance,Unplanned,0.5333333333333333,2026-03-13,2026,3,March,2026-03,True
DT-1284,MCH-130,2025-12-18 09:17:30,2025-12-18 15:20:30,363,Sensor fault,Planned,4.033333333333333,2025-12-18,2025,12,December,2025-12,False
DT-1285,MCH-127,2026-03-30 21:15:35,2026-03-31 01:21:35,246,Power interruption,Unplanned,2.7333333333333334,2026-03-30,2026,3,March,2026-03,True
DT-1286,MCH-130,2026-04-18 09:02:24,2026-04-18 09:33:24,31,Unknown,Planned,0.34444444444444444,2026-04-18,2026,4,April,2026-04,False
DT-1287,MCH-103,2026-05-01 07:50:14,2026-05-01 14:54:14,424,Mechanical failure,Planned,4.711111111111111,2026-05-01,2026,5,May,2026-05,False
DT-1288,MCH-113,2026-01-26 05:36:49,2026-01-26 10:28:49,292,Software interface issue,Planned,3.2444444444444445,2026-01-26,2026,1,January,2026-01,False
DT-1289,MCH-114,2026-02-14 14:47:52,2026-02-14 15:20:52,33,Operator error,Unplanned,0.36666666666666664,2026-02-14,2026,2,February,2026-02,True
DT-1290,MCH-109,2026-01-03 13:36:54,2026-01-03 20:59:54,443,Software interface issue,Unplanned,4.9222222222222225,2026-01-03,2026,1,January,2026-01,True
DT-1291,MCH-119,2026-05-02 06:55:39,2026-05-02 08:00:39,65,Power interruption,Planned,0.7222222222222222,2026-05-02,2026,5,May,2026-05,False
DT-1292,MCH-124,2026-01-26 18:40:09,2026-01-26 19:15:09,35,Mechanical failure,Planned,0.3888888888888889,2026-01-26,2026,1,January,2026-01,False
DT-1293,MCH-117,2026-04-04 01:56:26,2026-04-04 04:30:26,154,Power interruption,Unplanned,1.711111111111111,2026-04-04,2026,4,April,2026-04,True
DT-1294,MCH-124,2026-04-19 08:54:30,2026-04-19 11:40:30,166,Operator error,Planned,1.8444444444444446,2026-04-19,2026,4,April,2026-04,False
DT-1295,MCH-123,2026-02-10 21:23:39,2026-02-11 01:39:39,256,Preventive maintenance,Unplanned,2.8444444444444446,2026-02-10,2026,2,February,2026-02,True
DT-1296,MCH-127,2025-11-19 18:03:02,2025-11-19 23:27:02,324,Software interface issue,Planned,3.6,2025-11-19,2025,11,November,2025-11,False
DT-1297,MCH-127,2026-04-30 20:58:43,2026-04-30 21:17:43,19,Mechanical failure,Planned,0.2111111111111111,2026-04-30,2026,4,April,2026-04,False
DT-1298,MCH-127,2025-12-24 12:55:40,2025-12-24 14:05:40,70,Network disconnect,Unplanned,0.7777777777777778,2025-12-24,2025,12,December,2025-12,True
DT-1299,MCH-111,2026-04-17 22:40:40,2026-04-18 05:07:40,387,Network disconnect,Unplanned,4.3,2026-04-17,2026,4,April,2026-04,True
DT-1300,MCH-105,2025-12-27 18:13:45,2025-12-28 01:52:45,459,Software interface issue,Unplanned,5.1,2025-12-27,2025,12,December,2025-12,True
