ticket_id,created_date,closed_date,status,priority,category,department,technician,description,resolution_time_hours,sla_target_hours,sla_met,created_year,created_month,created_month_name,created_year_month
TCK-1153,2026-04-22 20:23:44,,Open,Critical,ERP / Business System,Production,Jordan Lee,Two fund mention call condition subject join plant list size process.,,4,,2026,4,April,2026-04
TCK-1154,2026-04-11 20:53:26,,In Progress,High,Data Issue,Production,Taylor Nguyen,Back man show watch there there evening find push skin institution.,,8,,2026,4,April,2026-04
TCK-1155,2026-04-13 17:38:45,2026-04-15 22:38:45,Closed,High,Hardware,Shipping,Riley Johnson,Record total young decision item system mouth reflect their.,53.0,8,False,2026,4,April,2026-04
TCK-1156,2026-02-19 06:06:27,,Open,Medium,Hardware,Production,Riley Johnson,Than space cell east remain its free.,,24,,2026,2,February,2026-02
TCK-1157,2026-05-06 07:04:47,,Open,Low,Machine Interface,Production,Morgan Patel,Watch recognize according couple think develop explain need.,,96,,2026,5,May,2026-05
TCK-1158,2026-01-01 06:45:03,,Open,Critical,Printer / Scanner,Admin Office,Casey Brooks,Drive child describe after budget cause should hair bed.,,4,,2026,1,January,2026-01
TCK-1159,2026-04-12 04:31:51,,In Progress,Medium,Printer / Scanner,HR,Morgan Patel,South continue Mrs prevent it door reality floor she.,,24,,2026,4,April,2026-04
TCK-1160,2026-03-02 16:26:26,,In Progress,High,Machine Interface,Quality,Morgan Patel,Itself data whatever down book time later animal far practice yard.,,8,,2026,3,March,2026-03
TCK-1161,2026-03-18 06:31:08,,In Progress,Low,Data Issue,Finance,Casey Brooks,Last degree officer back believe particular series station quality step.,,96,,2026,3,March,2026-03
TCK-1162,2026-01-11 01:35:17,2026-01-14 12:35:17,Closed,Low,Machine Interface,Production,Riley Johnson,Eat fill position current resource light floor field push day put manage realize.,83.0,96,True,2026,1,January,2026-01
TCK-1163,2025-12-22 00:31:23,2025-12-24 13:31:23,Closed,High,Printer / Scanner,Quality,Riley Johnson,There these trouble garden teacher least sit issue animal me sense hard role rest.,61.0,8,False,2025,12,December,2025-12
TCK-1164,2025-11-26 12:41:50,2025-11-26 23:41:50,Closed,Medium,Software,Shipping,Casey Brooks,Magazine growth field enough material stage administration develop company.,11.0,24,True,2025,11,November,2025-11
TCK-1165,2026-02-28 19:17:52,2026-03-05 03:17:52,Closed,Medium,Manufacturing System,Production,Morgan Patel,Behavior say party director yes wind first accept option.,104.0,24,False,2026,2,February,2026-02
TCK-1166,2025-12-25 18:26:59,2025-12-26 09:26:59,Closed,Low,Network,IT,Taylor Nguyen,Hit chance family agreement most idea part no gas century.,15.0,96,True,2025,12,December,2025-12
TCK-1167,2026-03-21 05:31:12,,In Progress,Low,Data Issue,Engineering,Morgan Patel,Sort marriage if produce onto which.,,96,,2026,3,March,2026-03
TCK-1168,2026-05-05 07:05:11,2026-05-07 20:05:11,Closed,Medium,ERP / Business System,Finance,Casey Brooks,Will forget way rate provide rule.,61.0,24,False,2026,5,May,2026-05
TCK-1169,2025-12-23 12:14:58,2025-12-25 08:14:58,Closed,Medium,ERP / Business System,Finance,Morgan Patel,Treat forget decision central here stock tree perform heavy marriage may message voice.,44.0,24,False,2025,12,December,2025-12
TCK-1170,2025-12-08 16:57:52,2025-12-12 22:57:52,Closed,Critical,Login / Access,Shipping,Jordan Lee,Ten occur per popular almost kid get offer suffer board.,102.0,4,False,2025,12,December,2025-12
TCK-1171,2025-12-03 06:33:21,,Open,Low,Data Issue,Engineering,Riley Johnson,Animal speak close standard special current building almost high.,,96,,2025,12,December,2025-12
TCK-1172,2026-02-01 16:11:58,2026-02-04 10:11:58,Closed,High,Network,Quality,Jordan Lee,Physical body whose civil to lead ready serve manage.,66.0,8,False,2026,2,February,2026-02
TCK-1173,2026-01-13 23:19:55,2026-01-18 11:19:55,Closed,Medium,ERP / Business System,Production,Morgan Patel,Happen condition difficult Republican can agreement dog rest may win his describe remember.,108.0,24,False,2026,1,January,2026-01
TCK-1174,2026-01-15 19:54:43,2026-01-20 13:54:43,Closed,Critical,Hardware,Admin Office,Jordan Lee,Rock laugh high explain carry use power money this finish.,114.0,4,False,2026,1,January,2026-01
TCK-1175,2026-04-27 20:57:21,,In Progress,Critical,Manufacturing System,IT,Jordan Lee,Current factor catch down however late less stop.,,4,,2026,4,April,2026-04
TCK-1176,2026-01-20 19:08:47,2026-01-23 12:08:47,Closed,Critical,Hardware,Admin Office,Riley Johnson,Hand admit control day cell sea green agree government chance trouble.,65.0,4,False,2026,1,January,2026-01
TCK-1177,2026-03-30 05:40:28,2026-03-31 01:40:28,Closed,High,ERP / Business System,Quality,Morgan Patel,Upon responsibility painting time owner why.,20.0,8,False,2026,3,March,2026-03
TCK-1178,2025-11-30 20:56:05,2025-12-05 15:56:05,Closed,High,Network,Production,Casey Brooks,Factor consider develop nice every next week why them thing loss public.,115.0,8,False,2025,11,November,2025-11
TCK-1179,2026-01-07 04:33:24,2026-01-08 02:33:24,Closed,Critical,Software,HR,Jordan Lee,Under age own international character agree.,22.0,4,False,2026,1,January,2026-01
TCK-1180,2026-03-22 06:47:22,2026-03-23 20:47:22,Closed,Low,Network,Finance,Jordan Lee,Mission health might certain term challenge door with evening treat.,38.0,96,True,2026,3,March,2026-03
TCK-1181,2026-03-12 21:07:28,2026-03-14 11:07:28,Closed,High,Manufacturing System,IT,Taylor Nguyen,Piece writer hear take certainly almost bit activity agent fund five draw realize.,38.0,8,False,2026,3,March,2026-03
TCK-1182,2026-01-17 19:51:11,,Open,High,ERP / Business System,Engineering,Riley Johnson,Sport industry president continue put goal suddenly event television effect range system star.,,8,,2026,1,January,2026-01
TCK-1183,2026-04-17 14:21:31,,In Progress,High,Software,IT,Casey Brooks,Art operation true many mind his road.,,8,,2026,4,April,2026-04
TCK-1184,2026-04-17 04:01:18,2026-04-21 09:01:18,Closed,Critical,Data Issue,Production,Riley Johnson,Positive safe sea politics mean help store owner.,101.0,4,False,2026,4,April,2026-04
TCK-1185,2026-04-02 20:45:27,,Open,Critical,Manufacturing System,HR,Jordan Lee,Sign exist expect answer arrive image.,,4,,2026,4,April,2026-04
TCK-1186,2025-12-30 22:38:51,2025-12-31 05:38:51,Closed,Medium,Software,Maintenance,Morgan Patel,Budget discuss pattern air benefit lot interview his difficult including first impact.,7.0,24,True,2025,12,December,2025-12
TCK-1187,2026-02-14 12:13:34,,Open,Low,Manufacturing System,Quality,Jordan Lee,Miss when develop himself theory star whose church store doctor.,,96,,2026,2,February,2026-02
TCK-1188,2026-05-04 21:01:13,,Open,Medium,Hardware,Maintenance,Casey Brooks,Particularly of night consumer those century strong already phone.,,24,,2026,5,May,2026-05
TCK-1189,2026-04-08 05:20:13,,In Progress,Critical,Software,Production,Casey Brooks,Just time today mission ok a partner be recently some.,,4,,2026,4,April,2026-04
TCK-1190,2026-03-06 20:03:03,,Open,Medium,Data Issue,Engineering,Jordan Lee,Instead hair especially around camera reality physical officer bed.,,24,,2026,3,March,2026-03
TCK-1191,2026-04-14 18:17:51,2026-04-15 03:17:51,Closed,Medium,Machine Interface,Shipping,Morgan Patel,Ability turn recently discussion somebody popular reach beyond reach here over.,9.0,24,True,2026,4,April,2026-04
TCK-1192,2025-12-03 08:40:35,2025-12-04 08:40:35,Closed,Medium,Machine Interface,Maintenance,Jordan Lee,Quite theory during clear item debate sure enter Republican religious sport.,24.0,24,True,2025,12,December,2025-12
TCK-1193,2026-04-05 03:58:02,,In Progress,Medium,Manufacturing System,HR,Casey Brooks,Science a study during professional discover which way paper possible age.,,24,,2026,4,April,2026-04
TCK-1194,2026-01-05 04:57:52,2026-01-06 08:57:52,Closed,Critical,Manufacturing System,Shipping,Morgan Patel,Everything board visit so face tend long spend easy hit.,28.0,4,False,2026,1,January,2026-01
TCK-1195,2026-03-18 10:08:49,,In Progress,Low,Data Issue,Admin Office,Taylor Nguyen,Man sea reduce reduce affect serve run blue character.,,96,,2026,3,March,2026-03
TCK-1196,2026-03-09 11:12:08,2026-03-12 14:12:08,Closed,Critical,Manufacturing System,Finance,Casey Brooks,Least into development sister remember listen note nothing think grow.,75.0,4,False,2026,3,March,2026-03
TCK-1197,2025-11-23 18:44:22,,Open,Critical,Login / Access,IT,Jordan Lee,Financial direction card nature nothing mother.,,4,,2025,11,November,2025-11
TCK-1198,2025-12-30 08:14:45,,In Progress,Critical,Login / Access,Production,Riley Johnson,My officer at single increase effort soon.,,4,,2025,12,December,2025-12
TCK-1199,2026-01-27 04:42:18,,In Progress,Low,Software,Maintenance,Casey Brooks,Realize walk weight federal notice high open smile require resource.,,96,,2026,1,January,2026-01
TCK-1200,2026-04-04 00:47:50,2026-04-07 13:47:50,Closed,Low,Printer / Scanner,Production,Riley Johnson,Sometimes traditional everyone PM product responsibility specific.,85.0,96,True,2026,4,April,2026-04
TCK-1201,2026-03-30 06:59:45,2026-03-31 10:59:45,Closed,Critical,ERP / Business System,HR,Riley Johnson,Republican anyone pressure quality north material himself no senior relationship south plant.,28.0,4,False,2026,3,March,2026-03
TCK-1202,2026-03-14 01:51:43,2026-03-18 17:51:43,Closed,Critical,Login / Access,Admin Office,Jordan Lee,Include low according record fear reason investment the.,112.0,4,False,2026,3,March,2026-03
TCK-1203,2026-03-28 03:28:00,2026-03-31 11:28:00,Closed,Medium,Printer / Scanner,Quality,Riley Johnson,Explain old goal again cold leave represent sound.,80.0,24,False,2026,3,March,2026-03
TCK-1204,2026-02-26 03:40:36,,Open,Medium,Hardware,Quality,Jordan Lee,Be other record option anyone debate your region east lay idea assume.,,24,,2026,2,February,2026-02
TCK-1205,2026-04-20 04:02:23,2026-04-23 14:02:23,Closed,High,Hardware,Maintenance,Morgan Patel,Include among story writer loss third dinner relate usually.,82.0,8,False,2026,4,April,2026-04
TCK-1206,2026-02-14 13:12:27,,Open,Medium,Software,Quality,Riley Johnson,Some own thousand seven item type west mention energy cell soon read.,,24,,2026,2,February,2026-02
TCK-1207,2026-02-16 04:06:32,2026-02-20 03:06:32,Closed,Critical,Machine Interface,Production,Taylor Nguyen,Billion race but leader sign plant key.,95.0,4,False,2026,2,February,2026-02
TCK-1208,2026-03-03 18:59:02,,Open,Medium,ERP / Business System,Production,Jordan Lee,Game economic wife leave trip event former alone continue.,,24,,2026,3,March,2026-03
TCK-1209,2026-02-10 11:07:41,2026-02-13 09:07:41,Closed,High,Manufacturing System,Quality,Casey Brooks,Pass after pretty able day now happy away name several.,70.0,8,False,2026,2,February,2026-02
TCK-1210,2026-03-16 06:07:09,2026-03-21 06:07:09,Closed,Medium,Manufacturing System,Finance,Riley Johnson,Daughter member most very expect important never spend.,120.0,24,False,2026,3,March,2026-03
TCK-1211,2026-03-01 23:52:11,,In Progress,High,Hardware,Shipping,Morgan Patel,Development trial Democrat effort around newspaper detail identify best.,,8,,2026,3,March,2026-03
TCK-1212,2026-05-14 12:20:13,,Open,Low,ERP / Business System,Quality,Riley Johnson,Need TV available they sing news back.,,96,,2026,5,May,2026-05
TCK-1213,2026-03-01 08:46:26,,Open,Medium,Login / Access,Engineering,Jordan Lee,Spring true region most school debate both of main this thus state.,,24,,2026,3,March,2026-03
TCK-1214,2026-01-21 20:53:02,2026-01-25 13:53:02,Closed,Medium,Login / Access,Finance,Riley Johnson,Minute black radio institution relationship position watch mind grow receive threat significant.,89.0,24,False,2026,1,January,2026-01
TCK-1215,2026-05-03 00:04:26,2026-05-04 18:04:26,Closed,Critical,Manufacturing System,Finance,Riley Johnson,Rock house war fire hard about.,42.0,4,False,2026,5,May,2026-05
TCK-1216,2026-03-27 20:21:05,,In Progress,Critical,Network,Production,Morgan Patel,Staff cold still other music attack green structure traditional.,,4,,2026,3,March,2026-03
TCK-1217,2026-04-30 07:00:21,,In Progress,Critical,Data Issue,Quality,Casey Brooks,Interest then assume site night include politics white piece.,,4,,2026,4,April,2026-04
TCK-1218,2026-03-15 12:44:08,2026-03-20 00:44:08,Closed,High,Data Issue,Maintenance,Casey Brooks,Hold feel if treatment hotel read first.,108.0,8,False,2026,3,March,2026-03
TCK-1219,2026-05-07 11:11:43,2026-05-12 07:11:43,Closed,Medium,Printer / Scanner,Admin Office,Morgan Patel,Kitchen almost policy always focus consider right eight.,116.0,24,False,2026,5,May,2026-05
TCK-1220,2026-04-11 22:51:52,2026-04-12 02:51:52,Closed,High,Machine Interface,HR,Riley Johnson,Ability low bank compare ground particular listen real popular sport financial entire.,4.0,8,True,2026,4,April,2026-04
TCK-1221,2025-12-09 09:12:47,2025-12-13 03:12:47,Closed,Medium,Software,Engineering,Taylor Nguyen,Manage enter power character form interesting nearly born.,90.0,24,False,2025,12,December,2025-12
TCK-1222,2025-11-25 18:08:56,,Open,Low,Machine Interface,HR,Casey Brooks,Civil why study style about general he assume this result party.,,96,,2025,11,November,2025-11
TCK-1223,2026-03-27 11:44:20,,In Progress,Low,ERP / Business System,Shipping,Casey Brooks,Peace among tonight speech wish charge.,,96,,2026,3,March,2026-03
TCK-1224,2026-03-22 17:10:46,2026-03-24 16:10:46,Closed,Low,Data Issue,Finance,Taylor Nguyen,Everyone we blood cup role three season music area.,47.0,96,True,2026,3,March,2026-03
TCK-1225,2026-04-10 01:08:37,,In Progress,Critical,Manufacturing System,Admin Office,Riley Johnson,Program partner month successful feel various ask peace green along man car yard.,,4,,2026,4,April,2026-04
TCK-1226,2025-12-15 19:36:37,2025-12-17 21:36:37,Closed,Medium,Machine Interface,Maintenance,Morgan Patel,Pretty expert kind site common policy.,50.0,24,False,2025,12,December,2025-12
TCK-1227,2026-01-05 16:58:04,2026-01-09 18:58:04,Closed,Medium,Printer / Scanner,Finance,Casey Brooks,Fund hand thank compare join although too right rather least.,98.0,24,False,2026,1,January,2026-01
TCK-1228,2025-12-08 08:39:51,,Open,Critical,Software,IT,Taylor Nguyen,Girl people hard right gun more same card play section.,,4,,2025,12,December,2025-12
TCK-1229,2026-03-29 18:26:42,,Open,Critical,ERP / Business System,Quality,Riley Johnson,Politics what return perhaps fly surface opportunity page actually team most.,,4,,2026,3,March,2026-03
TCK-1230,2025-12-04 04:06:03,2025-12-07 01:06:03,Closed,Critical,Hardware,Admin Office,Casey Brooks,Particular thank commercial price amount talk seat participant PM knowledge set certainly.,69.0,4,False,2025,12,December,2025-12
TCK-1231,2026-03-14 05:07:15,2026-03-15 07:07:15,Closed,High,Login / Access,HR,Morgan Patel,Institution play bit collection wide cut focus leader particular whose other.,26.0,8,False,2026,3,March,2026-03
TCK-1232,2026-02-16 02:11:14,,Open,Low,Network,Engineering,Riley Johnson,Store media safe subject buy final.,,96,,2026,2,February,2026-02
TCK-1233,2026-01-29 04:41:00,,In Progress,Low,Machine Interface,HR,Casey Brooks,Forget individual bank half write commercial author join audience argue hear.,,96,,2026,1,January,2026-01
TCK-1234,2026-02-21 06:37:41,,In Progress,High,Network,Engineering,Casey Brooks,For message appear risk take would office.,,8,,2026,2,February,2026-02
TCK-1235,2026-04-29 02:47:10,2026-05-02 21:47:10,Closed,Medium,Hardware,HR,Taylor Nguyen,Fear both attack true film age personal over trouble action agree quickly animal.,91.0,24,False,2026,4,April,2026-04
TCK-1236,2026-04-09 16:59:07,2026-04-11 17:59:07,Closed,High,Software,Engineering,Jordan Lee,Whom for staff address assume police success later not city crime experience stop.,49.0,8,False,2026,4,April,2026-04
TCK-1237,2025-12-21 00:25:42,2025-12-24 08:25:42,Closed,High,Network,Admin Office,Jordan Lee,Trouble detail wrong art always pick difficult indicate behind its their something.,80.0,8,False,2025,12,December,2025-12
TCK-1238,2026-01-27 13:08:33,2026-01-30 20:08:33,Closed,Critical,Software,Production,Morgan Patel,Something learn major wall least them.,79.0,4,False,2026,1,January,2026-01
TCK-1239,2026-03-04 05:58:38,2026-03-09 02:58:38,Closed,Low,Login / Access,Quality,Riley Johnson,Allow message analysis then southern result suddenly purpose federal oil.,117.0,96,False,2026,3,March,2026-03
TCK-1240,2026-04-05 11:22:15,,In Progress,High,Machine Interface,Finance,Taylor Nguyen,Produce pretty build role nice body require onto for.,,8,,2026,4,April,2026-04
TCK-1241,2026-02-04 13:58:54,2026-02-05 19:58:54,Closed,Medium,Login / Access,Engineering,Riley Johnson,Small series administration change together he your exactly free four lot.,30.0,24,False,2026,2,February,2026-02
TCK-1242,2026-02-01 18:28:28,2026-02-04 09:28:28,Closed,Medium,Manufacturing System,Finance,Jordan Lee,They really skill street they in hear fly street test major.,63.0,24,False,2026,2,February,2026-02
TCK-1243,2025-12-07 15:15:49,,In Progress,Medium,Printer / Scanner,Finance,Taylor Nguyen,Choose wide together player agreement student themselves executive.,,24,,2025,12,December,2025-12
TCK-1244,2026-03-17 18:05:42,,In Progress,Critical,Hardware,Admin Office,Morgan Patel,Standard easy often research tend fact loss upon president fact brother join pretty.,,4,,2026,3,March,2026-03
TCK-1245,2026-04-07 22:30:45,2026-04-12 06:30:45,Closed,Medium,Hardware,Maintenance,Taylor Nguyen,Those partner nature successful fact son close.,104.0,24,False,2026,4,April,2026-04
TCK-1246,2026-01-14 10:21:35,2026-01-17 15:21:35,Closed,High,Printer / Scanner,IT,Casey Brooks,Per religious standard environmental member learn time raise policy court amount.,77.0,8,False,2026,1,January,2026-01
TCK-1247,2026-04-06 12:25:31,2026-04-10 12:25:31,Closed,Critical,Hardware,IT,Riley Johnson,Positive defense modern local now exist which study.,96.0,4,False,2026,4,April,2026-04
TCK-1248,2025-12-29 17:41:27,2025-12-30 03:41:27,Closed,High,Hardware,HR,Jordan Lee,History break marriage night public collection church source camera save.,10.0,8,False,2025,12,December,2025-12
TCK-1249,2025-12-21 00:18:20,,Open,Critical,Printer / Scanner,Engineering,Taylor Nguyen,Write development star finally detail without prove exactly college land leader answer question.,,4,,2025,12,December,2025-12
TCK-1250,2025-11-28 18:27:35,,Open,High,Hardware,IT,Casey Brooks,Laugh would price once nor do free.,,8,,2025,11,November,2025-11
